1,9,1404,536,57,55,1,-1,-1,-1
1,12,1388,518,51,38,1,-1,-1,-1
1,15,538,696,145,77,1,-1,-1,-1
1,16,921,809,75,112,1,-1,-1,-1
1,18,1244,854,92,106,1,-1,-1,-1
1,19,1023,608,63,70,1,-1,-1,-1
1,20,954,593,52,62,1,-1,-1,-1
1,21,973,543,55,60,1,-1,-1,-1
1,22,987,515,41,44,1,-1,-1,-1
1,23,1127,695,62,66,1,-1,-1,-1
1,24,1141,591,55,54,1,-1,-1,-1
1,25,1048,539,44,51,1,-1,-1,-1
1,26,1053,499,41,52,1,-1,-1,-1
1,27,1006,499,38,46,1,-1,-1,-1
1,28,1012,468,39,42,1,-1,-1,-1
1,29,826,641,131,48,1,-1,-1,-1
1,30,1146,463,36,35,1,-1,-1,-1
1,31,1143,430,36,34,1,-1,-1,-1
1,32,1039,418,32,33,1,-1,-1,-1
1,33,1028,553,50,65,1,-1,-1,-1
1,36,1174,398,30,28,1,-1,-1,-1
1,37,1138,393,29,27,1,-1,-1,-1
1,38,1142,366,30,25,1,-1,-1,-1
1,39,1177,344,21,22,1,-1,-1,-1
1,40,1146,351,23,22,1,-1,-1,-1
1,43,807,489,56,44,1,-1,-1,-1
1,44,879,424,40,37,1,-1,-1,-1
1,45,928,381,29,28,1,-1,-1,-1
1,46,942,374,27,26,1,-1,-1,-1
1,47,956,365,23,24,1,-1,-1,-1
1,49,201,543,97,52,1,-1,-1,-1
1,50,1069,444,43,47,1,-1,-1,-1
1,51,1058,383,25,23,1,-1,-1,-1
1,53,1064,484,37,41,1,-1,-1,-1
1,56,1081,415,28,25,1,-1,-1,-1
1,58,1096,371,27,28,1,-1,-1,-1
1,59,1031,430,40,46,1,-1,-1,-1
1,61,999,424,34,36,1,-1,-1,-1
1,77,1369,490,49,38,1,-1,-1,-1
1,82,160,581,112,52,1,-1,-1,-1
1,103,988,325,24,23,1,-1,-1,-1
1,104,1081,430,36,33,1,-1,-1,-1
1,113,1046,396,32,24,1,-1,-1,-1
2,9,1404,536,57,55,1,-1,-1,-1
2,12,1388,518,51,38,1,-1,-1,-1
2,15,545,697,145,77,1,-1,-1,-1
2,16,921,815,75,112,1,-1,-1,-1
2,18,1243,845,92,106,1,-1,-1,-1
2,19,1023,608,63,70,1,-1,-1,-1
2,20,953,593,52,62,1,-1,-1,-1
2,21,972,543,55,60,1,-1,-1,-1
2,22,986,515,41,44,1,-1,-1,-1
2,23,1127,690,62,66,1,-1,-1,-1
2,24,1140,587,55,55,1,-1,-1,-1
2,25,1048,539,44,51,1,-1,-1,-1
2,26,1053,499,41,52,1,-1,-1,-1
2,27,1006,499,38,46,1,-1,-1,-1
2,28,1012,468,39,42,1,-1,-1,-1
2,29,821,640,131,48,1,-1,-1,-1
2,30,1145,462,37,35,1,-1,-1,-1
2,31,1143,429,36,34,1,-1,-1,-1
2,32,1039,418,32,33,1,-1,-1,-1
2,33,1028,553,50,65,1,-1,-1,-1
2,36,1174,397,30,28,1,-1,-1,-1
2,37,1138,392,29,27,1,-1,-1,-1
2,38,1142,365,30,25,1,-1,-1,-1
2,39,1176,343,21,22,1,-1,-1,-1
2,40,1146,350,23,22,1,-1,-1,-1
2,43,807,489,56,44,1,-1,-1,-1
2,44,879,424,40,37,1,-1,-1,-1
2,45,928,381,29,28,1,-1,-1,-1
2,46,942,374,27,26,1,-1,-1,-1
2,47,956,365,23,24,1,-1,-1,-1
2,49,201,542,97,52,1,-1,-1,-1
2,50,1069,444,43,47,1,-1,-1,-1
2,51,1057,383,25,23,1,-1,-1,-1
2,53,1064,484,37,41,1,-1,-1,-1
2,56,1081,415,28,25,1,-1,-1,-1
2,58,1096,371,27,29,1,-1,-1,-1
2,59,1030,430,40,46,1,-1,-1,-1
2,61,999,424,34,36,1,-1,-1,-1
2,77,1369,490,49,37,1,-1,-1,-1
2,82,150,581,112,51,1,-1,-1,-1
2,103,988,325,24,23,1,-1,-1,-1
2,104,1081,430,36,33,1,-1,-1,-1
2,113,1045,396,32,24,1,-1,-1,-1
3,9,1404,536,57,55,1,-1,-1,-1
3,12,1388,517,51,38,1,-1,-1,-1
3,15,553,698,145,77,1,-1,-1,-1
3,16,921,822,75,112,1,-1,-1,-1
3,18,1242,837,92,106,1,-1,-1,-1
3,19,1023,609,63,70,1,-1,-1,-1
3,20,953,594,52,62,1,-1,-1,-1
3,21,972,544,55,60,1,-1,-1,-1
3,22,986,515,41,44,1,-1,-1,-1
3,23,1127,686,62,66,1,-1,-1,-1
3,24,1140,584,55,55,1,-1,-1,-1
3,25,1048,539,44,51,1,-1,-1,-1
3,26,1053,499,41,52,1,-1,-1,-1
3,27,1006,499,38,46,1,-1,-1,-1
3,28,1012,468,39,42,1,-1,-1,-1
3,29,816,640,131,48,1,-1,-1,-1
3,30,1145,461,37,35,1,-1,-1,-1
3,31,1143,428,36,34,1,-1,-1,-1
3,32,1039,418,32,34,1,-1,-1,-1
3,33,1028,553,50,65,1,-1,-1,-1
3,36,1174,396,30,29,1,-1,-1,-1
3,37,1138,391,29,27,1,-1,-1,-1
3,38,1143,365,30,25,1,-1,-1,-1
3,39,1176,342,21,22,1,-1,-1,-1
3,40,1146,350,23,22,1,-1,-1,-1
3,43,807,489,56,44,1,-1,-1,-1
3,44,879,424,40,37,1,-1,-1,-1
3,45,928,381,29,28,1,-1,-1,-1
3,46,942,374,27,26,1,-1,-1,-1
3,47,956,365,23,24,1,-1,-1,-1
3,49,201,542,97,52,1,-1,-1,-1
3,50,1069,444,43,47,1,-1,-1,-1
3,51,1057,383,25,23,1,-1,-1,-1
3,53,1064,484,37,41,1,-1,-1,-1
3,56,1081,415,28,25,1,-1,-1,-1
3,58,1096,372,27,29,1,-1,-1,-1
3,59,1030,431,40,46,1,-1,-1,-1
3,61,999,424,34,36,1,-1,-1,-1
3,77,1369,490,49,37,1,-1,-1,-1
3,82,140,581,113,51,1,-1,-1,-1
3,103,988,325,24,23,1,-1,-1,-1
3,104,1081,430,36,33,1,-1,-1,-1
3,113,1045,397,32,24,1,-1,-1,-1
4,9,1404,536,57,55,1,-1,-1,-1
4,12,1388,517,51,38,1,-1,-1,-1
4,15,560,699,145,77,1,-1,-1,-1
4,16,921,829,76,112,1,-1,-1,-1
4,18,1241,829,92,106,1,-1,-1,-1
4,19,1023,609,63,70,1,-1,-1,-1
4,20,953,594,52,62,1,-1,-1,-1
4,21,972,545,55,60,1,-1,-1,-1
4,22,986,516,41,44,1,-1,-1,-1
4,23,1127,681,62,67,1,-1,-1,-1
4,24,1139,581,55,55,1,-1,-1,-1
4,25,1048,539,44,52,1,-1,-1,-1
4,26,1053,499,41,52,1,-1,-1,-1
4,27,1006,499,38,46,1,-1,-1,-1
4,28,1012,468,39,42,1,-1,-1,-1
4,29,811,639,131,49,1,-1,-1,-1
4,30,1145,460,37,35,1,-1,-1,-1
4,31,1143,427,36,34,1,-1,-1,-1
4,32,1039,419,32,33,1,-1,-1,-1
4,33,1028,554,50,65,1,-1,-1,-1
4,36,1174,395,30,29,1,-1,-1,-1
4,37,1138,391,29,26,1,-1,-1,-1
4,38,1143,364,30,26,1,-1,-1,-1
4,39,1176,341,21,22,1,-1,-1,-1
4,40,1146,350,23,22,1,-1,-1,-1
4,43,807,489,56,44,1,-1,-1,-1
4,44,879,424,40,37,1,-1,-1,-1
4,45,928,381,29,28,1,-1,-1,-1
4,46,942,374,27,26,1,-1,-1,-1
4,47,956,365,23,24,1,-1,-1,-1
4,49,201,542,97,52,1,-1,-1,-1
4,50,1069,444,43,47,1,-1,-1,-1
4,51,1057,383,25,23,1,-1,-1,-1
4,53,1064,484,37,41,1,-1,-1,-1
4,56,1081,415,28,25,1,-1,-1,-1
4,58,1096,373,27,29,1,-1,-1,-1
4,59,1029,432,40,46,1,-1,-1,-1
4,61,999,424,34,36,1,-1,-1,-1
4,77,1369,490,49,37,1,-1,-1,-1
4,82,130,581,113,51,1,-1,-1,-1
4,103,988,325,24,23,1,-1,-1,-1
4,104,1081,430,36,33,1,-1,-1,-1
4,113,1044,397,32,25,1,-1,-1,-1
5,9,1404,536,57,55,1,-1,-1,-1
5,12,1388,517,51,38,1,-1,-1,-1
5,15,568,700,145,77,1,-1,-1,-1
5,16,920,834,76,115,1,-1,-1,-1
5,18,1239,819,92,106,1,-1,-1,-1
5,19,1023,610,63,70,1,-1,-1,-1
5,20,953,595,52,62,1,-1,-1,-1
5,21,972,546,55,60,1,-1,-1,-1
5,22,986,516,41,44,1,-1,-1,-1
5,23,1127,677,62,67,1,-1,-1,-1
5,24,1139,578,55,55,1,-1,-1,-1
5,25,1048,540,44,51,1,-1,-1,-1
5,26,1053,499,41,52,1,-1,-1,-1
5,27,1006,499,38,46,1,-1,-1,-1
5,28,1012,469,39,42,1,-1,-1,-1
5,29,806,639,131,49,1,-1,-1,-1
5,30,1145,459,37,35,1,-1,-1,-1
5,31,1143,426,36,34,1,-1,-1,-1
5,32,1039,419,32,34,1,-1,-1,-1
5,33,1028,554,50,65,1,-1,-1,-1
5,36,1174,395,31,29,1,-1,-1,-1
